bundle_final_price,bundle_url,bundle_price,bundle_name,bundle_id,items,bundle_discount
$60.17,http://store.steampowered.com/bundle/1232/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$69.97,Resident Evil 4/5/6,1232,"[{'genre': 'Action, Adventure', 'item_id': '221040', 'discounted_price': '$29.99', 'item_url': 'http://store.steampowered.com/app/221040', 'item_name': 'Resident Evil 6 / Biohazard 6'}, {'genre': 'Action, Adventure', 'item_id': '254700', 'discounted_price': '$19.99', 'item_url': 'http://store.steampowered.com/app/254700', 'item_name': 'resident evil 4 / biohazard 4'}, {'genre': 'Action, Adventure', 'item_id': '21690', 'discounted_price': '$19.99', 'item_url': 'http://store.steampowered.com/app/21690', 'item_name': 'Resident Evil™ 5/ Biohazard 5®'}]",14%
$89.98,http://store.steampowered.com/bundle/1144/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$105.88,Dead Rising Collector's Pack,1144,"[{'genre': 'Action, Adventure', 'item_id': '45740', 'discounted_price': '$19.99', 'item_url': 'http://store.steampowered.com/app/45740', 'item_name': 'Dead Rising® 2'}, {'genre': 'Action', 'item_id': '45773', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/45773', 'item_name': 'Dead Rising 2: Off the Record BBQ Chef Skills Pack'}, {'genre': 'Action', 'item_id': '45774', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/45774', 'item_name': 'Dead Rising 2: Off the Record COSPLAY Skills Pack'}, {'genre': 'Action', 'item_id': '45775', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/45775', 'item_name': 'Dead Rising 2: Off the Record Cyborg Skills Pack'}, {'genre': 'Action', 'item_id': '45776', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/45776', 'item_name': 'Dead Rising 2: Off the Record Firefighter Skills Pack'}, {'genre': 'Action', 'item_id': '265550', 'discounted_price': '$29.99', 'item_url': 'http://store.steampowered.com/app/265550', 'item_name': 'Dead Rising 3 Apocalypse Edition'}, {'genre': 'Action, Adventure', 'item_id': '45770', 'discounted_price': '$19.99', 'item_url': 'http://store.steampowered.com/app/45770', 'item_name': 'Dead Rising 2: Off the Record'}, {'genre': 'Action, Adventure', 'item_id': '353050', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/353050', 'item_name': 'Dead Rising 2 - Ninja Skills Pack'}, {'genre': 'Action, Adventure', 'item_id': '353051', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/353051', 'item_name': 'Dead Rising 2 - Psychopath Skills Pack'}, {'genre': 'Action, Adventure', 'item_id': '353052', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/353052', 'item_name': 'Dead Rising 2 - Soldier of Fortune Pack'}, {'genre': 'Action, Adventure', 'item_id': '353053', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/353053', 'item_name': 'Dead Rising 2 - Sports Fan Skills Pack'}, {'genre': 'Action, Adventure', 'item_id': '427190', 'discounted_price': '$19.99', 'item_url': 'http://store.steampowered.com/app/427190', 'item_name': 'DEAD RISING®'}]",15%
$35.99,http://store.steampowered.com/bundle/809/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$40.44,Devil May Cry 4: Special Edition Demon Hunter Bundle,809,"[{'genre': 'Action', 'item_id': '359490', 'discounted_price': '$1.49', 'item_url': 'http://store.steampowered.com/app/359490', 'item_name': 'Unlock All Modes'}, {'genre': 'Action', 'item_id': '359491', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/359491', 'item_name': 'S.Nero/Dante/Vergil'}, {'genre': 'Action', 'item_id': '359495', 'discounted_price': '$2.99', 'item_url': 'http://store.steampowered.com/app/359495', 'item_name': 'Proud Souls (200,000)'}, {'genre': 'Action', 'item_id': '359496', 'discounted_price': '$3.99', 'item_url': 'http://store.steampowered.com/app/359496', 'item_name': 'Lady & Trish Costumes'}, {'genre': 'Action', 'item_id': '359497', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/359497', 'item_name': 'Red Orbs (300,000)'}, {'genre': 'Action', 'item_id': '329050', 'discounted_price': '$24.99', 'item_url': 'http://store.steampowered.com/app/329050', 'item_name': 'Devil May Cry® 4 Special Edition'}]",11%
$1.91,http://store.steampowered.com/bundle/1290/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$2.73,BITRAYS,1290,"[{'genre': 'Casual, Indie', 'item_id': '462030', 'discounted_price': '$0.74', 'item_url': 'http://store.steampowered.com/app/462030', 'item_name': 'BitRay'}, {'genre': 'Casual, Indie', 'item_id': '512450', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/512450', 'item_name': 'BitRay2'}]",30%
$31.42,http://store.steampowered.com/bundle/1291/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$36.97,Talisman - 3 Game Bundle,1291,"[{'genre': 'Indie, RPG, Strategy', 'item_id': '258200', 'discounted_price': '$6.99', 'item_url': 'http://store.steampowered.com/app/258200', 'item_name': 'Talisman: Prologue'}, {'genre': 'Indie, RPG, Strategy', 'item_id': '247000', 'discounted_price': '$14.99', 'item_url': 'http://store.steampowered.com/app/247000', 'item_name': 'Talisman: Digital Edition'}, {'genre': 'Strategy', 'item_id': '358460', 'discounted_price': '$14.99', 'item_url': 'http://store.steampowered.com/app/358460', 'item_name': 'Talisman: The Horus Heresy'}]",15%
$11.88,http://store.steampowered.com/bundle/1068/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$13.98,The Girl and the Robot - Game + Soundtrack + Art Book,1068,"[{'genre': 'Action, Adventure, Indie, RPG', 'item_id': '270070', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/270070', 'item_name': 'The Girl and the Robot'}, {'genre': 'Action, Adventure, Indie, RPG', 'item_id': '506720', 'discounted_price': '$3.99', 'item_url': 'http://store.steampowered.com/app/506720', 'item_name': 'The Girl and the Robot - Music and Digital Art Book'}]",15%
$18.68,http://store.steampowered.com/bundle/548/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$21.98,Talisman: The Horus Heresy - Game + Soundtrack,548,"[{'genre': 'Strategy', 'item_id': '358460', 'discounted_price': '$14.99', 'item_url': 'http://store.steampowered.com/app/358460', 'item_name': 'Talisman: The Horus Heresy'}, {'genre': 'Strategy', 'item_id': '442820', 'discounted_price': '$6.99', 'item_url': 'http://store.steampowered.com/app/442820', 'item_name': 'Talisman: The Horus Heresy Soundtrack'}]",15%
$2.98,http://store.steampowered.com/bundle/1289/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$3.98,Rock 'N' Roll Defense - Complete Bundle,1289,"[{'genre': 'Action, Adventure, Casual, Strategy', 'item_id': '438480', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/438480', 'item_name': ""Rock 'N' Roll Defense""}, {'genre': 'Action, Adventure, Strategy', 'item_id': '451160', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/451160', 'item_name': ""Rock 'N' Roll Defense - Soundtrack""}]",25%
$7.60,http://store.steampowered.com/bundle/1288/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$18.95,Complex Edition,1288,"[{'genre': 'Action, Adventure', 'item_id': '424000', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/424000', 'item_name': 'Project Pulsation'}, {'genre': 'Action, Adventure', 'item_id': '432600', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/432600', 'item_name': 'Project Pulsation - Soundtracks'}, {'genre': 'Action, Adventure', 'item_id': '466890', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/466890', 'item_name': 'Z.I.O.N.'}, {'genre': 'Action, Adventure', 'item_id': '487610', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/487610', 'item_name': 'Z.I.O.N. - Soundtracks'}, {'genre': 'Adventure, Indie', 'item_id': '502090', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/502090', 'item_name': 'Invisible Mind'}]",60%
$7.18,http://store.steampowered.com/bundle/1105/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$8.98,Royal Defense Complete Edition,1105,"[{'genre': 'Casual, Indie, Strategy', 'item_id': '291170', 'discounted_price': '$5.99', 'item_url': 'http://store.steampowered.com/app/291170', 'item_name': 'Royal Defense'}, {'genre': 'Casual, Indie, Strategy', 'item_id': '320830', 'discounted_price': '$2.99', 'item_url': 'http://store.steampowered.com/app/320830', 'item_name': 'Royal Defense - Invisible Threat'}]",20%
$399.98,http://store.steampowered.com/bundle/917/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$799.98,SONAR Platinum with Lifetime Updates - Upgrade,917,"[{'genre': 'Audio Production', 'item_id': '443205', 'discounted_price': '$399.99', 'item_url': 'http://store.steampowered.com/app/443205', 'item_name': 'SONAR Platinum'}, {'genre': 'Audio Production', 'item_id': '500400', 'discounted_price': '$399.99', 'item_url': 'http://store.steampowered.com/app/500400', 'item_name': 'SONAR Platinum - Lifetime Pass'}]",50%
$23.38,http://store.steampowered.com/bundle/1274/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$25.98,Tiger & Bunny Movies Bundle,1274,"[{'genre': '', 'item_id': '511400', 'discounted_price': '$12.99', 'item_url': 'http://store.steampowered.com/app/511400', 'item_name': 'Tiger & Bunny The Movie: The Beginning'}, {'genre': '', 'item_id': '511410', 'discounted_price': '$12.99', 'item_url': 'http://store.steampowered.com/app/511410', 'item_name': 'Tiger & Bunny The Movie 2: The Rising'}]",10%
$9.87,http://store.steampowered.com/bundle/1267/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$17.97,Doomster Bundle,1267,"[{'genre': 'Indie', 'item_id': '381870', 'discounted_price': '$2.99', 'item_url': 'http://store.steampowered.com/app/381870', 'item_name': 'Koala Kids'}, {'genre': 'Adventure, Indie, RPG', 'item_id': '431840', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/431840', 'item_name': '3DRPG'}, {'genre': 'Casual, Indie', 'item_id': '513980', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/513980', 'item_name': 'Oh No! Bugs!'}]",45%
$63.69,http://store.steampowered.com/bundle/1047/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$84.94,Sins of a Solar Empire Gold,1047,"[{'genre': 'Strategy', 'item_id': '201290', 'discounted_price': '$19.99', 'item_url': 'http://store.steampowered.com/app/201290', 'item_name': 'Sins of a Solar Empire®: Trinity'}, {'genre': 'Indie, Strategy', 'item_id': '204880', 'discounted_price': '$39.99', 'item_url': 'http://store.steampowered.com/app/204880', 'item_name': 'Sins of a Solar Empire®: Rebellion'}, {'genre': 'Strategy', 'item_id': '228600', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/228600', 'item_name': 'Sins of a Solar Empire®: Rebellion - Original Soundtrack'}, {'genre': 'Strategy', 'item_id': '228601', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/228601', 'item_name': 'Sins of a Solar Empire®: Rebellion - Forbidden Worlds™ DLC'}, {'genre': 'Strategy', 'item_id': '255910', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/255910', 'item_name': 'Sins of a Solar Empire®: Rebellion - Stellar Phenomena®'}, {'genre': 'Indie, Strategy', 'item_id': '487280', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/487280', 'item_name': 'Sins of a Solar Empire: Rebellion® - Outlaw Sectors™ DLC'}]",25%
$5.55,http://store.steampowered.com/bundle/1252/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$6.95,Energy Bundle,1252,"[{'genre': 'Casual, Indie', 'item_id': '375010', 'discounted_price': '$2.99', 'item_url': 'http://store.steampowered.com/app/375010', 'item_name': 'Energy Balance'}, {'genre': 'Casual, Indie', 'item_id': '403550', 'discounted_price': '$0.99', 'item_url': 'http://store.steampowered.com/app/403550', 'item_name': 'Energy Balance Soundtrack'}, {'genre': 'Casual, Indie', 'item_id': '415960', 'discounted_price': '$0.99', 'item_url': 'http://store.steampowered.com/app/415960', 'item_name': 'Energy Cycle'}, {'genre': 'Casual, Indie', 'item_id': '423240', 'discounted_price': '$0.99', 'item_url': 'http://store.steampowered.com/app/423240', 'item_name': 'Energy Cycle Soundtrack'}, {'genre': 'Casual, Indie', 'item_id': '426120', 'discounted_price': '$0.99', 'item_url': 'http://store.steampowered.com/app/426120', 'item_name': ""Energy Cycle Collector's Edition Content""}]",20%
$3.98,http://store.steampowered.com/bundle/1219/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$3.98,Through Abandoned 1 and 2,1219,"[{'genre': 'Adventure, Indie', 'item_id': '389270', 'discounted_price': '$0.99', 'item_url': 'http://store.steampowered.com/app/389270', 'item_name': 'Through Abandoned'}, {'genre': 'Adventure, Indie', 'item_id': '513340', 'discounted_price': '$2.99', 'item_url': 'http://store.steampowered.com/app/513340', 'item_name': 'Through Abandoned 2. The Forest'}]",0%
$7.70,http://store.steampowered.com/bundle/1204/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$12.86,4 Arcade Games Bundle + Soundtrack,1204,"[{'genre': 'Action, Adventure, Indie, Racing, Simulation, Sports', 'item_id': '403850', 'discounted_price': '$3.99', 'item_url': 'http://store.steampowered.com/app/403850', 'item_name': 'Sky To Fly: Faster Than Wind'}, {'genre': 'Action, Adventure, Indie, Simulation', 'item_id': '409560', 'discounted_price': '$3.99', 'item_url': 'http://store.steampowered.com/app/409560', 'item_name': 'Run Rabbit Run'}, {'genre': 'Action, Adventure, Indie, Simulation', 'item_id': '450070', 'discounted_price': '$0.89', 'item_url': 'http://store.steampowered.com/app/450070', 'item_name': 'Run Rabbit Run - Soundtrack'}, {'genre': 'Action, Adventure, Indie, Racing, Simulation, Sports', 'item_id': '457810', 'discounted_price': '$3.99', 'item_url': 'http://store.steampowered.com/app/457810', 'item_name': 'Sky to Fly: Soulless Leviathan'}]",40%
$7.17,http://store.steampowered.com/bundle/1207/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$11.97,3 Arcade Games in 1 Bundle: Run Rabbit Run + Sky to Fly,1207,"[{'genre': 'Action, Adventure, Indie, Racing, Simulation, Sports', 'item_id': '403850', 'discounted_price': '$3.99', 'item_url': 'http://store.steampowered.com/app/403850', 'item_name': 'Sky To Fly: Faster Than Wind'}, {'genre': 'Action, Adventure, Indie, Simulation', 'item_id': '409560', 'discounted_price': '$3.99', 'item_url': 'http://store.steampowered.com/app/409560', 'item_name': 'Run Rabbit Run'}, {'genre': 'Action, Adventure, Indie, Racing, Simulation, Sports', 'item_id': '457810', 'discounted_price': '$3.99', 'item_url': 'http://store.steampowered.com/app/457810', 'item_name': 'Sky to Fly: Soulless Leviathan'}]",40%
$16.15,http://store.steampowered.com/bundle/936/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$29.95,Alawar Adventure Collection,936,"[{'genre': 'Adventure, Casual, Strategy', 'item_id': '296240', 'discounted_price': '$6.99', 'item_url': 'http://store.steampowered.com/app/296240', 'item_name': 'The Promised Land'}, {'genre': 'Adventure, Casual, Strategy', 'item_id': '302490', 'discounted_price': '$6.99', 'item_url': 'http://store.steampowered.com/app/302490', 'item_name': 'Ballad of Solar'}, {'genre': 'Casual, Strategy', 'item_id': '306200', 'discounted_price': '$3.99', 'item_url': 'http://store.steampowered.com/app/306200', 'item_name': 'The Happy Hereafter'}, {'genre': 'Casual, Simulation, Strategy', 'item_id': '338960', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/338960', 'item_name': 'Rescue Team'}, {'genre': 'Casual, Simulation, Strategy', 'item_id': '338980', 'discounted_price': '$6.99', 'item_url': 'http://store.steampowered.com/app/338980', 'item_name': 'MOAI: Build Your Dream'}]",46%
$5.98,http://store.steampowered.com/bundle/763/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$7.98,Kevin Gold Bundle,763,"[{'genre': 'Indie, RPG', 'item_id': '339350', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/339350', 'item_name': 'Choice of Robots'}, {'genre': 'Adventure, Indie, RPG', 'item_id': '466430', 'discounted_price': '$2.99', 'item_url': 'http://store.steampowered.com/app/466430', 'item_name': 'Choice of Alexandria'}]",25%
$2.72,http://store.steampowered.com/bundle/801/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$4.47,Space Bundle,801,"[{'genre': 'Action, Adventure, Casual, Indie, Simulation, Strategy', 'item_id': '204180', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/204180', 'item_name': 'Waveform'}, {'genre': 'Action, Casual, Indie, Strategy', 'item_id': '351490', 'discounted_price': '$0.49', 'item_url': 'http://store.steampowered.com/app/351490', 'item_name': 'Intergalactic Bubbles'}, {'genre': 'Action, Adventure, Indie, Strategy', 'item_id': '391420', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/391420', 'item_name': 'Gun Rocket'}]",39%
